,Ensembl,Symbol,s22mo_AR_M-s06mo_AR_M_logFC,s22mo_AR_M-s06mo_AR_M_logCPM,s22mo_AR_M-s06mo_AR_M_LR,s22mo_AR_M-s06mo_AR_M_PValue,s22mo_AR_M-s06mo_AR_M_FDR,s22mo_AR_M-s06mo_AR_M_Status,Description
12534,ENSMUSG00000076609,Igkc, 5.468382061, 3.0583184,368.484567794337,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000040009,0.0000000000000000000000000000000000000000000000000000000000000000000000000000057568,UP,immunoglobulin kappa constant
11898,ENSMUSG00000067149,Jchain, 4.729291921, 1.3377931,158.214201972205,0.00000000000000000000000000000000000277867013444311236920964793316810848988172992731352,0.0000000000000000000000000000000199911422822509727237329677009528053053988578958353,UP,immunoglobulin joining chain
4377,ENSMUSG00000026819,Slc25a25, 2.152874636, 5.3596289,143.044217837447,0.00000000000000000000000000000000574861075184246470098086502163348307008146601275797451,0.0000000000000000000000000000275722533694204042130726716811699290097792739068402498,UP,solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 25
9424,ENSMUSG00000042834,Nrep,-1.526889417, 5.8793094,139.074498770232,0.00000000000000000000000000000004242326671197978633894109498005303560875607879447546939,0.0000000000000000000000000001526070961796692935428829955083983290196974599840740585,DOWN,neuronal regeneration related protein
400,ENSMUSG00000002910,Arrdc2, 2.437814642, 5.9115744,132.211884898132,0.00000000000000000000000000000134472618674813769546268936345269460894787367607949349125,0.0000000000000000000000000038698530202237905697238738860178247513689124615687196114,UP,arrestin domain containing 2
5010,ENSMUSG00000028341,Nr4a3, 2.461962289, 2.7566322,128.661717440343,0.00000000000000000000000000000804203871393515997084842607857010972552956381153470027158,0.0000000000000000000000000192861491758021688570215889986500829443091229246904929328,UP,nuclear receptor subfamily 4, group A, member 3
12535,ENSMUSG00000076612,Ighg2c, 3.726015217, 1.2904349,123.237343585240,0.00000000000000000000000000012372700154880838210029830662939996164727322150931178346924,0.0000000000000000000000002543296893265433910216073448243930409962709114127442525235,UP,immunoglobulin heavy constant gamma 2C
2971,ENSMUSG00000022797,Tfrc,-2.094817537, 6.5735664,107.916622310566,0.00000000000000000000000028032638527164284713387490125647938710670047729737344463469374,0.0000000000000000000005042020447092085861140678039845381849511095838093396273338646,DOWN,transferrin receptor
10563,ENSMUSG00000051855,Mest, 1.709307487, 3.6558727,105.095516095464,0.00000000000000000000000116388000675536349251484129791527239485754432384078959426908043,0.0000000000000000000018607854908003249902976380422265918350407117886911284018519250,UP,mesoderm specific transcript
8582,ENSMUSG00000039384,Dusp10,-1.531187191, 4.7024987, 94.944770819065,0.00000000000000000000019577171503365828121493991149316877674495922838178323885179499438,0.0000000000000000002816959207619309405695351077391937471856793187560073212991063052,DOWN,dual specificity phosphatase 10
4053,ENSMUSG00000026043,Col3a1,-1.387791668, 6.9150797, 77.763055327352,0.00000000000000000116172876578946237114341073887139670115704140768977600806088901208568,0.0000000000000015196468373585975992306471456504142138345105029692549969411174970446,DOWN,collagen, type III, alpha 1
6797,ENSMUSG00000032578,Cish,-2.493804906, 4.0922480, 66.424566125621,0.00000000000000036354301477662016672356314098897541823525366442085293705588355805957690,0.0000000000004359183699683989163265444553508347181702657635593567420073668472468853,DOWN,cytokine inducible SH2-containing protein
8910,ENSMUSG00000040640,Erc2, 2.758241561, 1.1617407, 65.908090130323,0.00000000000000047244841740202239517598288460716007593181281747768407441867566376458853,0.0000000000005229277136921308070835967071011835525552735592924591401242651045322418,UP,ELKS/RAB6-interacting/CAST family member 2
10164,ENSMUSG00000048546,Tob2, 1.114234457, 6.3352332, 64.302777995265,0.00000000000000106695197128709219257058631592751017237149851676902834185511892428621650,0.0000000000010965979939178549043132568180820355361639040214782880866550840437412262,UP,transducer of ERBB2, 2
13240,ENSMUSG00000091712,Sec14l5,-0.934463107, 5.1364640, 61.376193927221,0.00000000000000471476856118957873177690283241719954476534352669214733566604991210624576,0.0000000000045227203217971228663633857182970420245798903735590101859997957944869995,DOWN,SEC14-like lipid binding 5
12105,ENSMUSG00000070498,Tmem132b, 2.114170282, 2.3788292, 56.878526650097,0.00000000000004635802720502257577634547929172678778966115720194807181542273610830307007,0.0000000000416903533408168660929433439019147411216947851642089517554268240928649902,UP,transmembrane protein 132B
10468,ENSMUSG00000051067,Lingo3,-1.165512892, 3.9105409, 55.961795975553,0.00000000000007389304896307916523716381842707678624486422602757329514133743941783905029,0.0000000000625439459723380087758339366117406668554856707942235516384243965148925781,DOWN,leucine rich repeat and Ig domain containing 3
12391,ENSMUSG00000074264,Amy1, 1.035670033, 6.2124840, 53.453420209823,0.00000000000026479745553842761026154587793103248875197300304940029036515625193715095520,0.0000000002116761437634686181300537013061282415327113426428695674985647201538085938,UP,amylase 1, salivary
6902,ENSMUSG00000032942,Ucp3, 1.068688624, 7.3376113, 51.457366087763,0.00000000000073168931062106710678432881293391873563872890295911588509625289589166641235,0.0000000005541198679224491257974612302527727542011959371848206501454114913940429688,UP,uncoupling protein 3 (mitochondrial, proton carrier)
9607,ENSMUSG00000044338,Aplnr,-1.426846169, 2.4496509, 50.861028269213,0.00000000000099142658623774924067802191229395141597834084645768371046870015561580657959,0.0000000007132818574687486971531830014421355495857213213639624882489442825317382812,DOWN,apelin receptor
5901,ENSMUSG00000030494,Rhpn2, 1.741638043, 2.3287791, 49.795257433969,0.00000000000170655967459648062238004435158126366901126802488875000562984496355056762695,0.0000000011693184360842265828560614148237672971220035833539441227912902832031250000,UP,rhophilin, Rho GTPase binding protein 2
5495,ENSMUSG00000029381,Shroom3, 1.740773636, 1.5946695, 48.090456199768,0.00000000000407002709978401025561849030288979643318891810110926599008962512016296386719,0.0000000026619827244905510244249938883991796201300417124002706259489059448242187500,UP,shroom family member 3
5831,ENSMUSG00000030278,Cidec, 1.605458591, 4.9202693, 47.979623124629,0.00000000000430671823712616307547660142851966955275522241919361476902849972248077392578,0.0000000026943203788699284857784515672405115105370043693255865946412086486816406250,UP,cell death-inducing DFFA-like effector c
10233,ENSMUSG00000049112,Oxtr, 2.219827056, 1.1541130, 45.264575018788,0.00000000001721347169942570596058537937493159320628821618015535932499915361404418945312,0.0000000103201935117931863601289514979428285634810436022235080599784851074218750000,UP,oxytocin receptor
3083,ENSMUSG00000023043,Krt18, 2.080068700, 1.3505713, 43.671730674099,0.00000000003883409905368347015440542787200590112151044053234727471135556697845458984375,0.0000000214916865878250536474656064503396812881419464247301220893859863281250000000,UP,keratin 18
12537,ENSMUSG00000076934,Iglv1, 6.905118624,-1.0684500, 43.739669228325,0.00000000003750912602744628676079317225442485810027459791626824880950152873992919921875,0.0000000214916865878250536474656064503396812881419464247301220893859863281250000000,UP,immunoglobulin lambda variable 1
5253,ENSMUSG00000028862,Map3k6, 1.267348985, 3.1294932, 43.169044674557,0.00000000005020878987219421032388213436300464405370735931910530780442059040069580078125,0.0000000267575658322593533717656999384310045897450436314102262258529663085937500000,UP,mitogen-activated protein kinase kinase kinase 6
13331,ENSMUSG00000095079,Igha, 4.003526814,-0.7728062, 42.966595429170,0.00000000005568255039893683450048509735920572970291342329574035829864442348480224609375,0.0000000286148649175107883037293582699153726700558308948529884219169616699218750000,UP,immunoglobulin heavy constant alpha
140,ENSMUSG00000001119,Col6a1,-0.817840980, 5.9993149, 41.650255135715,0.00000000010915114688178681948045545977229878534253693089794978732243180274963378906250,0.0000000508284879617743099855921382751455794846151547972112894058227539062500000000,DOWN,collagen, type VI, alpha 1
1618,ENSMUSG00000019577,Pdk4, 1.445120064, 9.3556803, 41.643907829648,0.00000000010950608984745315760499901047562336733887100592710339697077870368957519531250,0.0000000508284879617743099855921382751455794846151547972112894058227539062500000000,UP,pyruvate dehydrogenase kinase, isoenzyme 4
3263,ENSMUSG00000024087,Cyp1b1, 2.102331342, 0.5475432, 41.702487824971,0.00000000010627367308039406419245599995715488399194992297225326183252036571502685546875,0.0000000508284879617743099855921382751455794846151547972112894058227539062500000000,UP,cytochrome P450, family 1, subfamily b, polypeptide 1
11366,ENSMUSG00000059824,Dbp,-0.908088946, 7.0704328, 41.457643906035,0.00000000012045265013767575990922615140503231997981536949282599380239844322204589843750,0.0000000541622869634692633390136995170244249564461824775207787752151489257812500000,DOWN,D site albumin promoter binding protein
2167,ENSMUSG00000020893,Per1, 1.035085193, 6.1014042, 41.372086257247,0.00000000012584157175487927300076178138953921989418027749252360081300139427185058593750,0.0000000548707386660896280999546352832862972093153075547888875007629394531250000000,UP,period circadian clock 1
11114,ENSMUSG00000057137,Tmem140, 0.912100615, 5.6365597, 40.990109545530,0.00000000015300154091531083775988845819908922007979157342560938559472560882568359375000,0.0000000647511521244237573922568123804821560440814209869131445884704589843750000000,UP,transmembrane protein 140
9148,ENSMUSG00000041695,Kcnj2,-0.923151105, 5.5551877, 40.699674727221,0.00000000017751672363372674515313515878847270765272803316747740609571337699890136718750,0.0000000729796610390198268776082587104558907498130793101154267787933349609375000000,DOWN,potassium inwardly-rectifying channel, subfamily J, member 2
3328,ENSMUSG00000024222,Fkbp5, 0.976168487, 5.6573728, 40.553989079040,0.00000000019125767538598532721161953030174218692849308354198001325130462646484375000000,0.0000000764446303091373019657347662181301473083294695243239402770996093750000000000,UP,FK506 binding protein 5
4820,ENSMUSG00000027894,Slc6a17, 1.573160650, 2.0055699, 40.455903243539,0.00000000020110392359605924580719061617220099619229856102720077615231275558471679687500,0.0000000782076853141539488616722458451391286615717035601846873760223388671875000000,UP,solute carrier family 6 (neurotransmitter transporter), member 17
2029,ENSMUSG00000020623,Map2k6,-0.790102357, 4.5800745, 39.463919836118,0.00000000033417710066914381072542999768994372022934413735129055567085742950439453125000,0.0000001265387974086397400206536198799533998737842921400442719459533691406250000000,DOWN,mitogen-activated protein kinase kinase 6
2335,ENSMUSG00000021281,Tnfaip2,-0.870625511, 5.0577863, 39.332207962593,0.00000000035749552987383525722556972566005314279058424631330126430839300155639648437500,0.0000001318975174193491269316268720002138792324331006966531276702880859375000000000,DOWN,tumor necrosis factor, alpha-induced protein 2
8712,ENSMUSG00000039910,Cited2,-1.034102632, 5.8111106, 38.884028610775,0.00000000044974523626507058379432752446332871576473166896903421729803085327148437500000,0.0000001617846051154525352044986213906341276924649719148874282836914062500000000000,DOWN,Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2
6025,ENSMUSG00000030772,Dkk3, 1.407369032, 6.1044768, 38.278168949508,0.00000000061345110804909573342249470828940055566746991644322406500577926635742187500000,0.0000002152914144809375103570818097906136578956193261547014117240905761718750000000,UP,dickkopf WNT signaling pathway inhibitor 3
12846,ENSMUSG00000084929,Foxo6os,-1.763495541, 2.3051262, 37.481568835118,0.00000000092280908309116337918854164077482778172356603363368776626884937286376953125000,0.0000003161499975380654749088614203361702337247152172494679689407348632812500000000,DOWN,forkhead box O6, opposite strand
1782,ENSMUSG00000020108,Ddit4, 1.175262419, 4.2091176, 37.398591214593,0.00000000096291657074364347976005405342668844181908127666247310116887092590332031250000,0.0000003222187566611694836492653729043134092080435948446393013000488281250000000000,UP,DNA-damage-inducible transcript 4
5656,ENSMUSG00000029716,Tfr2, 3.449673822,-0.4276548, 37.085686553203,0.00000000113050524380165959132450431560198284008933455879741813987493515014648437500000,0.0000003536269555013495267126459771500623929796347511000931262969970703125000000000,UP,transferrin receptor 2
