,Ensembl,Symbol,s28mo_C_M-s22mo_C_M_logFC,s28mo_C_M-s22mo_C_M_logCPM,s28mo_C_M-s22mo_C_M_LR,s28mo_C_M-s22mo_C_M_PValue,s28mo_C_M-s22mo_C_M_FDR,s28mo_C_M-s22mo_C_M_Status,Description
9153,ENSMUSG00000042045,Sln, 3.965525966, 3.9271344875,118.315283195025,0.0000000000000000000000000014791,0.000000000000000000000021038,UP,sarcolipin
197,ENSMUSG00000001506,Col1a1,-2.020281020, 5.0313837682,111.438591805665,0.0000000000000000000000000474271,0.000000000000000000000337301,DOWN,collagen, type I, alpha 1
7662,ENSMUSG00000036390,Gadd45a, 2.346973412, 5.5624482063,108.705808507417,0.0000000000000000000000001882522,0.000000000000000000000892567,UP,growth arrest and DNA-damage-inducible 45 alpha
4462,ENSMUSG00000027107,Chrna1, 1.297281739, 4.5717451940,102.855040949934,0.0000000000000000000000036059071,0.000000000000000000012082428,UP,cholinergic receptor, nicotinic, alpha polypeptide 1 (muscle)
6426,ENSMUSG00000031880,Rrad, 2.293801271, 3.7421037430,102.530767814533,0.0000000000000000000000042471979,0.000000000000000000012082428,UP,Ras-related associated with diabetes
5596,ENSMUSG00000029661,Col1a2,-1.902487493, 5.9164173674, 99.965793066752,0.0000000000000000000000155052012,0.000000000000000000036757664,DOWN,collagen, type I, alpha 2
3068,ENSMUSG00000023043,Krt18, 3.389300654, 4.2378455551, 93.325094378737,0.0000000000000000000004437302654,0.000000000000000000806179132,UP,keratin 18
12104,ENSMUSG00000071984,Fndc1,-1.152970461, 4.6501105955, 93.282343314463,0.0000000000000000000004534190846,0.000000000000000000806179132,DOWN,fibronectin type III domain containing 1
10162,ENSMUSG00000049382,Krt8, 4.169133587, 2.6636657247, 92.550686079688,0.0000000000000000000006562239548,0.000000000000000001037125504,UP,keratin 8
4028,ENSMUSG00000026043,Col3a1,-2.317284765, 5.3290697715, 92.094420852036,0.0000000000000000000008263801851,0.000000000000000001175443175,DOWN,collagen, type III, alpha 1
8168,ENSMUSG00000038259,Gdf5, 3.710484600, 1.1695787525, 85.250580924521,0.0000000000000000000262851237195,0.000000000000000033989054526,UP,growth differentiation factor 5
659,ENSMUSG00000005397,Nid1,-1.344488971, 5.6150655357, 84.229699248507,0.0000000000000000000440503461756,0.000000000000000052214343667,DOWN,nidogen 1
10004,ENSMUSG00000048126,Col6a3,-1.378948611, 4.6621585496, 81.703939261663,0.0000000000000000001580781010151,0.000000000000000172961762218,DOWN,collagen, type VI, alpha 3
6570,ENSMUSG00000032231,Anxa2,-1.156755851, 4.8365989447, 74.581598952154,0.0000000000000000058182996633320,0.000000000000005911392457945,DOWN,annexin A2
4027,ENSMUSG00000026042,Col5a2,-1.582110366, 3.6995069025, 73.334383008209,0.0000000000000000109444685169027,0.000000000000010378274678962,DOWN,collagen, type V, alpha 2
89,ENSMUSG00000000753,Serpinf1,-1.316277151, 4.6073589196, 70.867310428097,0.0000000000000000382076531920191,0.000000000000033966603687705,DOWN,serine (or cysteine) peptidase inhibitor, clade F, member 1
3216,ENSMUSG00000024042,Sik1, 1.226549965, 4.6264740826, 67.905376439089,0.0000000000000001715328102244797,0.000000000000143522511331353,UP,salt inducible kinase 1
